Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120403/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.30
Liftedindex,4.17
LIFTcomputedusingvirtualtemperature,3.85
SWEATindex,152.80
Kindex,-3.50
Crosstotalsindex,15.10
Verticaltotalsindex,22.10
Totalstotalsindex,37.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.45
Pres[hPa]oftheLiftedCondensationLevel,888.73
Meanmixedlayerpotentialtemperature,295.25
Meanmixedlayermixingratio,10.23
1000hPato500hPathickness,5675.00
Precipitablewater[mm]forentiresounding,19.37
