Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110630/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.48
Liftedindex,2.58
LIFTcomputedusingvirtualtemperature,2.39
SWEATindex,110.60
Kindex,-11.00
Crosstotalsindex,22.40
Verticaltotalsindex,24.70
Totalstotalsindex,47.10
ConvectiveAvailablePotentialEnergy,20.84
CAPEusingvirtualtemperature,26.44
ConvectiveInhibition,-38.47
CINSusingvirtualtemperature,-33.52
EquilibrumLevel,775.82
EquilibrumLevelusingvirtualtemperature,773.18
LevelofFreeConvection,856.84
LFCTusingvirtualtemperature,864.77
BulkRichardsonNumber,0.89
BulkRichardsonNumberusingCAPV,1.13
Temp[K]oftheLiftedCondensationLevel,282.71
Pres[hPa]oftheLiftedCondensationLevel,947.88
Meanmixedlayerpotentialtemperature,287.08
Meanmixedlayermixingratio,7.98
1000hPato500hPathickness,5512.00
Precipitablewater[mm]forentiresounding,17.25
