Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130513/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.78
Liftedindex,4.69
LIFTcomputedusingvirtualtemperature,4.43
SWEATindex,132.19
Kindex,-1.50
Crosstotalsindex,16.30
Verticaltotalsindex,19.90
Totalstotalsindex,36.20
ConvectiveAvailablePotentialEnergy,8.38
CAPEusingvirtualtemperature,22.43
ConvectiveInhibition,-23.86
CINSusingvirtualtemperature,-15.83
EquilibrumLevel,718.59
EquilibrumLevelusingvirtualtemperature,716.21
LevelofFreeConvection,849.35
LFCTusingvirtualtemperature,876.74
BulkRichardsonNumber,1.11
BulkRichardsonNumberusingCAPV,2.97
Temp[K]oftheLiftedCondensationLevel,288.35
Pres[hPa]oftheLiftedCondensationLevel,963.29
Meanmixedlayerpotentialtemperature,291.47
Meanmixedlayermixingratio,11.41
1000hPato500hPathickness,5635.00
Precipitablewater[mm]forentiresounding,28.31
