Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131128/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.55
Liftedindex,5.59
LIFTcomputedusingvirtualtemperature,5.26
SWEATindex,43.01
Kindex,-2.30
Crosstotalsindex,6.90
Verticaltotalsindex,22.90
Totalstotalsindex,29.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.69
Pres[hPa]oftheLiftedCondensationLevel,891.58
Meanmixedlayerpotentialtemperature,295.23
Meanmixedlayermixingratio,10.35
1000hPato500hPathickness,5690.00
Precipitablewater[mm]forentiresounding,20.87
