Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150213/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.15
Liftedindex,0.26
LIFTcomputedusingvirtualtemperature,-0.26
SWEATindex,175.81
Kindex,-2.50
Crosstotalsindex,20.10
Verticaltotalsindex,22.10
Totalstotalsindex,42.20
ConvectiveAvailablePotentialEnergy,60.03
CAPEusingvirtualtemperature,98.97
ConvectiveInhibition,-2.42
CINSusingvirtualtemperature,-1.35
EquilibrumLevel,742.43
EquilibrumLevelusingvirtualtemperature,477.56
LevelofFreeConvection,881.26
LFCTusingvirtualtemperature,889.12
BulkRichardsonNumber,1405.53
BulkRichardsonNumberusingCAPV,2317.02
Temp[K]oftheLiftedCondensationLevel,288.52
Pres[hPa]oftheLiftedCondensationLevel,902.84
Meanmixedlayerpotentialtemperature,297.09
Meanmixedlayermixingratio,12.33
1000hPato500hPathickness,5670.00
Precipitablewater[mm]forentiresounding,30.68
