PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1020.0,5,24.4,15.4,57,10.90,0,8,295.9,327.5,297.8
1019.0,13,23.0,11.0,47,8.15,0,8,294.6,318.3,296.0
1000.0,175,21.2,14.2,64,10.28,5,10,294.4,324.0,296.2
925.0,844,15.0,11.9,82,9.54,35,11,294.6,322.3,296.3
922.0,872,14.8,11.8,82,9.51,35,11,294.7,322.2,296.4
910.0,982,13.8,11.4,85,9.38,34,12,294.8,322.0,296.4
883.0,1236,12.2,9.9,86,8.74,32,13,295.7,321.2,297.2
858.0,1477,10.8,7.2,78,7.49,30,14,296.7,318.8,298.0
854.0,1516,10.6,6.8,77,7.31,28,14,296.8,318.4,298.1
850.0,1555,11.0,3.0,58,5.62,25,13,297.7,314.5,298.7
849.0,1565,11.0,2.0,54,5.23,24,13,297.8,313.5,298.7
842.0,1634,11.1,0.1,47,4.61,15,10,298.5,312.6,299.4
831.0,1744,11.2,-2.8,37,3.76,26,10,299.8,311.4,300.5
827.0,1784,11.6,-0.4,43,4.51,30,10,300.6,314.5,301.4
775.0,2325,8.4,4.4,76,6.81,85,8,302.8,323.5,304.1
735.0,2761,5.0,1.6,79,5.88,129,6,303.7,321.7,304.8
700.0,3158,2.4,-1.0,78,5.11,170,5,305.1,320.9,306.1
652.0,3728,-0.5,-7.6,59,3.33,245,2,308.1,318.7,308.7
640.0,3877,-1.3,-9.3,55,2.97,237,3,308.8,318.4,309.4
628.0,4028,-0.9,-21.9,19,1.06,229,5,310.9,314.6,311.1
625.0,4066,-1.1,-15.1,34,1.90,227,5,311.1,317.5,311.5
614.0,4207,-1.5,-28.5,11,0.60,219,6,312.3,314.4,312.4
581.0,4644,-3.0,-48.5,2,0.08,195,10,315.5,315.8,315.5
575.0,4727,-3.3,-52.3,1,0.05,198,10,316.1,316.3,316.1
512.0,5627,-11.2,-43.1,5,0.17,230,14,317.2,317.9,317.2
502.0,5780,-12.5,-41.5,7,0.20,226,14,317.4,318.2,317.4
500.0,5810,-12.5,-42.5,6,0.18,225,14,317.7,318.4,317.8
470.0,6276,-15.1,-45.9,5,0.13,220,21,320.2,320.7,320.2
400.0,7490,-21.9,-54.9,3,0.06,230,34,326.4,326.7,326.4
372.0,8020,-24.7,-52.1,6,0.08,240,36,329.5,329.9,329.5
361.0,8239,-25.9,-50.9,8,0.10,232,40,330.8,331.2,330.8
333.0,8811,-30.6,-49.1,15,0.13,210,51,332.1,332.6,332.1
300.0,9550,-36.7,-46.7,35,0.19,215,67,333.5,334.3,333.6
272.0,10218,-41.9,-48.9,46,0.17,215,79,335.4,336.1,335.5
250.0,10780,-46.7,-56.7,31,0.07,215,89,336.5,336.8,336.5
238.0,11106,-49.5,-60.5,26,0.05,217,95,337.1,337.3,337.1
230.0,11331,-47.5,-65.5,11,0.02,218,99,343.4,343.5,343.4
220.0,11624,-48.8,-69.1,8,0.02,220,105,345.7,345.8,345.7
200.0,12250,-51.7,-76.7,3,0.01,215,96,350.7,350.8,350.7
197.0,12348,-52.3,-77.3,3,0.01,217,92,351.3,351.3,351.3
191.0,12545,-53.5,-78.2,3,0.00,220,83,352.5,352.5,352.5
162.0,13593,-59.9,-82.9,3,0.00,223,76,358.7,358.7,358.7
151.0,14029,-63.5,,,,225,72,359.8,,359.8
150.0,14070,-63.3,,,,225,72,360.8,,360.8
142.0,14407,-63.0,,,,235,69,367.1,,367.1
141.0,14450,-62.9,,,,235,69,368.0,,368.0
130.0,14936,-65.9,,,,235,73,371.2,,371.2
113.0,15774,-71.1,,,,220,56,376.8,,376.8
109.0,15990,-72.4,,,,225,47,378.1,,378.1
103.0,16328,-74.5,,,,230,54,380.3,,380.3
100.0,16500,-74.7,,,,235,57,383.1,,383.1
86.0,17388,-72.2,,,,205,25,405.1,,405.1
81.0,17741,-71.2,,,,225,22,414.2,,414.2
79.0,17888,-70.7,,,,180,11,418.0,,418.0
78.0,17963,-70.5,,,,185,9,420.0,,420.0
75.0,18194,-69.9,,,,240,15,426.1,,426.1
73.0,18353,-69.4,,,,240,20,430.4,,430.4
70.0,18600,-68.7,,,,195,18,437.1,,437.1
69.0,18686,-68.2,,,,170,15,439.9,,439.9
67.0,18863,-67.3,,,,155,10,445.6,,445.6
64.0,19138,-67.9,,,,0,0,450.2,,450.2
60.0,19525,-68.7,,,,130,10,456.7,,456.7
59.0,19626,-68.9,,,,90,10,458.4,,458.4
56.4,19896,-69.5,,,,90,10,463.1,,463.1
56.0,19939,-69.3,,,,90,10,464.5,,464.5
54.0,20157,-68.3,,,,50,15,471.7,,471.7
53.0,20270,-67.7,,,,55,13,475.4,,475.4
52.0,20384,-67.2,,,,90,14,479.3,,479.3
50.0,20620,-66.1,,,,70,14,487.3,,487.3
48.0,20869,-64.6,,,,90,16,496.5,,496.5
47.0,20998,-63.9,,,,75,12,501.3,,501.3
45.0,21263,-62.3,,,,85,16,511.4,,511.4
42.0,21693,-61.5,,,,100,22,523.7,,523.7
41.0,21842,-61.2,,,,70,16,528.0,,528.0
38.0,22315,-60.2,,,,95,22,542.0,,542.0
33.0,23193,-58.5,,,,65,18,568.8,,568.8
32.4,23307,-58.3,,,,67,19,572.4,,572.4
30.0,23790,-58.3,,,,75,22,585.1,,585.1
28.0,24227,-57.5,,,,80,30,599.0,,599.0
25.0,24946,-56.1,,,,65,36,622.6,,622.6
23.0,25474,-55.2,,,,45,24,640.5,,640.5
22.5,25614,-54.9,,,,,,645.3,,645.3
