Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150918/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.82
Liftedindex,14.30
LIFTcomputedusingvirtualtemperature,14.13
SWEATindex,78.01
Kindex,-1.90
Crosstotalsindex,8.70
Verticaltotalsindex,15.70
Totalstotalsindex,24.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.08
Pres[hPa]oftheLiftedCondensationLevel,884.90
Meanmixedlayerpotentialtemperature,289.02
Meanmixedlayermixingratio,6.64
1000hPato500hPathickness,5535.00
Precipitablewater[mm]forentiresounding,15.65
