Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100323/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.15
Liftedindex,-2.26
LIFTcomputedusingvirtualtemperature,-2.76
SWEATindex,178.00
Kindex,33.50
Crosstotalsindex,20.90
Verticaltotalsindex,24.50
Totalstotalsindex,45.40
ConvectiveAvailablePotentialEnergy,696.32
CAPEusingvirtualtemperature,823.80
ConvectiveInhibition,-17.32
CINSusingvirtualtemperature,-6.93
EquilibrumLevel,244.16
EquilibrumLevelusingvirtualtemperature,243.80
LevelofFreeConvection,825.50
LFCTusingvirtualtemperature,861.48
BulkRichardsonNumber,2561.79
BulkRichardsonNumberusingCAPV,3030.78
Temp[K]oftheLiftedCondensationLevel,291.04
Pres[hPa]oftheLiftedCondensationLevel,928.82
Meanmixedlayerpotentialtemperature,297.26
Meanmixedlayermixingratio,14.10
1000hPato500hPathickness,5684.00
Precipitablewater[mm]forentiresounding,41.04
