Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100401/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.63
Liftedindex,-1.35
LIFTcomputedusingvirtualtemperature,-1.49
SWEATindex,179.41
Kindex,30.20
Crosstotalsindex,22.60
Verticaltotalsindex,23.50
Totalstotalsindex,46.10
ConvectiveAvailablePotentialEnergy,220.41
CAPEusingvirtualtemperature,304.53
ConvectiveInhibition,-5.47
CINSusingvirtualtemperature,-4.00
EquilibrumLevel,382.70
EquilibrumLevelusingvirtualtemperature,374.43
LevelofFreeConvection,906.08
LFCTusingvirtualtemperature,912.57
BulkRichardsonNumber,9.90
BulkRichardsonNumberusingCAPV,13.68
Temp[K]oftheLiftedCondensationLevel,290.91
Pres[hPa]oftheLiftedCondensationLevel,955.06
Meanmixedlayerpotentialtemperature,294.78
Meanmixedlayermixingratio,13.60
1000hPato500hPathickness,5667.00
Precipitablewater[mm]forentiresounding,40.69
