PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1012.0,5,24.8,16.8,61,12.03,115,8,296.9,332.0,299.1
1000.0,108,23.6,16.6,65,12.02,140,9,296.8,331.7,298.9
925.0,783,17.0,14.3,84,11.19,145,9,296.7,329.3,298.7
915.0,876,16.2,14.3,89,11.32,151,8,296.8,329.7,298.8
873.0,1276,13.8,9.9,77,8.84,179,6,298.3,324.4,299.9
860.0,1403,14.8,4.8,51,6.31,188,6,300.6,319.7,301.8
851.0,1492,15.6,3.6,45,5.86,194,5,302.4,320.2,303.4
850.0,1502,15.4,3.4,45,5.78,195,5,302.3,319.9,303.3
807.0,1941,13.8,4.8,55,6.72,198,8,305.1,325.7,306.3
784.0,2180,11.8,3.0,55,6.12,200,10,305.5,324.4,306.6
700.0,3119,4.2,-3.8,56,4.14,195,9,307.1,320.2,307.9
692.0,3212,3.5,-3.6,60,4.25,200,10,307.3,320.7,308.1
683.0,3318,2.6,-3.4,65,4.38,205,9,307.5,321.3,308.3
676.0,3402,3.8,-14.2,26,1.89,208,8,309.7,316.1,310.1
654.0,3670,4.0,-34.1,4,0.33,220,4,312.9,314.1,312.9
652.0,3694,4.0,-36.0,4,0.27,223,4,313.2,314.2,313.2
630.0,3972,3.6,-28.7,7,0.57,260,10,315.9,317.9,316.0
615.0,4167,3.4,-23.6,12,0.93,265,13,317.8,321.1,317.9
584.0,4583,1.3,-23.9,13,0.96,275,19,320.1,323.5,320.2
564.0,4863,-0.1,-24.1,14,0.97,275,21,321.6,325.1,321.8
535.0,5278,-3.6,-24.5,18,0.99,275,25,322.3,325.9,322.5
500.0,5810,-8.1,-25.1,24,1.00,290,29,323.1,326.7,323.3
480.0,6124,-10.7,-26.6,26,0.91,305,31,323.7,327.1,323.9
443.0,6742,-15.7,-29.7,29,0.74,300,40,324.9,327.6,325.0
403.0,7454,-19.4,-42.7,11,0.22,295,50,329.0,329.9,329.0
400.0,7510,-19.7,-43.7,10,0.20,290,50,329.3,330.1,329.3
398.0,7547,-19.7,-44.7,9,0.18,290,50,329.8,330.5,329.8
375.0,7985,-22.7,-44.7,12,0.19,285,50,331.5,332.2,331.5
374.0,8005,-22.5,-45.5,10,0.18,285,50,331.9,332.7,332.0
365.0,8184,-20.9,-52.9,4,0.08,291,50,336.4,336.8,336.4
335.0,8808,-23.9,-59.8,2,0.04,310,48,340.7,340.9,340.7
300.0,9610,-27.7,-68.7,1,0.01,295,54,346.2,346.3,346.2
299.0,9634,-27.7,-68.7,1,0.01,295,54,346.6,346.6,346.6
268.0,10402,-33.7,-69.8,1,0.01,310,54,348.8,348.9,348.8
250.0,10890,-37.5,-70.5,2,0.01,310,55,350.2,350.2,350.2
211.0,12044,-45.3,-75.4,2,0.01,305,48,355.4,355.5,355.4
210.0,12076,-45.5,-75.5,2,0.01,305,48,355.6,355.6,355.6
200.0,12400,-48.3,-78.3,2,0.00,305,47,356.1,356.1,356.1
162.0,13753,-59.9,-80.9,5,0.00,312,46,358.7,358.7,358.7
150.0,14230,-63.3,,,,315,46,360.8,,360.8
110.0,16058,-75.8,,,,325,32,370.7,,370.7
100.0,16620,-79.7,,,,345,30,373.5,,373.5
98.4,16711,-80.1,,,,350,28,374.4,,374.4
93.0,17032,-77.5,,,,5,29,385.6,,385.6
92.9,17038,-77.5,,,,5,29,385.8,,385.8
81.0,17829,-76.1,,,,330,13,404.0,,404.0
80.0,17900,-76.0,,,,330,10,405.6,,405.6
78.0,18046,-75.8,,,,355,7,409.1,,409.1
75.0,18272,-75.4,,,,35,10,414.5,,414.5
70.0,18670,-74.7,,,,40,20,424.2,,424.2
66.1,19002,-74.5,,,,45,23,431.7,,431.7
59.0,19672,-70.0,,,,55,28,456.0,,456.0
56.5,19927,-68.3,,,,53,27,465.6,,465.6
53.0,20311,-67.8,,,,50,25,475.4,,475.4
50.0,20660,-67.3,,,,65,20,484.5,,484.5
49.0,20784,-66.9,,,,80,19,488.2,,488.2
48.0,20910,-66.5,,,,90,21,492.1,,492.1
41.0,21878,-63.4,,,,90,39,522.6,,522.6
39.0,22184,-62.4,,,,80,35,532.6,,532.6
36.6,22574,-61.1,,,,86,36,545.6,,545.6
35.0,22855,-58.6,,,,90,36,559.1,,559.1
34.3,22982,-57.5,,,,90,35,565.2,,565.2
30.4,23746,-57.5,,,,90,32,585.1,,585.1
30.0,23830,-56.5,,,,90,32,590.0,,590.0
24.0,25266,-52.6,,,,80,35,640.0,,640.0
20.0,26440,-49.5,,,,95,35,683.9,,683.9
18.0,27133,-47.4,,,,95,42,711.3,,711.3
17.7,27244,-47.1,,,,,,715.8,,715.8
