Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150107/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.94
Liftedindex,0.45
LIFTcomputedusingvirtualtemperature,-0.14
SWEATindex,188.20
Kindex,0.10
Crosstotalsindex,21.10
Verticaltotalsindex,21.50
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,203.06
CAPEusingvirtualtemperature,284.57
ConvectiveInhibition,-5.51
CINSusingvirtualtemperature,-2.06
EquilibrumLevel,317.85
EquilibrumLevelusingvirtualtemperature,312.94
LevelofFreeConvection,895.99
LFCTusingvirtualtemperature,918.96
BulkRichardsonNumber,26.01
BulkRichardsonNumberusingCAPV,36.45
Temp[K]oftheLiftedCondensationLevel,290.75
Pres[hPa]oftheLiftedCondensationLevel,941.65
Meanmixedlayerpotentialtemperature,295.80
Meanmixedlayermixingratio,13.64
1000hPato500hPathickness,5699.00
Precipitablewater[mm]forentiresounding,33.98
