Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120811/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.55
Liftedindex,8.15
LIFTcomputedusingvirtualtemperature,8.06
SWEATindex,217.39
Kindex,13.90
Crosstotalsindex,20.90
Verticaltotalsindex,25.90
Totalstotalsindex,46.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.22
Pres[hPa]oftheLiftedCondensationLevel,819.33
Meanmixedlayerpotentialtemperature,286.06
Meanmixedlayermixingratio,3.79
1000hPato500hPathickness,5429.00
Precipitablewater[mm]forentiresounding,11.33
