Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140620/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.75
Liftedindex,7.50
LIFTcomputedusingvirtualtemperature,7.21
SWEATindex,144.80
Kindex,1.90
Crosstotalsindex,17.90
Verticaltotalsindex,18.50
Totalstotalsindex,36.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-9.91
EquilibrumLevelusingvirtualtemperature,897.22
LFCTusingvirtualtemperature,902.44
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.24
Pres[hPa]oftheLiftedCondensationLevel,964.06
Meanmixedlayerpotentialtemperature,289.27
Meanmixedlayermixingratio,9.94
1000hPato500hPathickness,5594.00
Precipitablewater[mm]forentiresounding,24.78
