Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121116/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.18
Liftedindex,4.42
LIFTcomputedusingvirtualtemperature,4.05
SWEATindex,68.01
Kindex,10.70
Crosstotalsindex,2.70
Verticaltotalsindex,29.70
Totalstotalsindex,32.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.90
Pres[hPa]oftheLiftedCondensationLevel,880.16
Meanmixedlayerpotentialtemperature,295.49
Meanmixedlayermixingratio,9.96
1000hPato500hPathickness,5704.00
Precipitablewater[mm]forentiresounding,20.76
