Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100821/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,18.51
Liftedindex,17.16
LIFTcomputedusingvirtualtemperature,17.07
SWEATindex,127.00
Kindex,-65.30
Crosstotalsindex,-26.50
Verticaltotalsindex,22.50
Totalstotalsindex,-4.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,272.63
Pres[hPa]oftheLiftedCondensationLevel,840.06
Meanmixedlayerpotentialtemperature,286.57
Meanmixedlayermixingratio,4.43
1000hPato500hPathickness,5580.00
Precipitablewater[mm]forentiresounding,6.26
