Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110404/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.36
Liftedindex,0.95
LIFTcomputedusingvirtualtemperature,0.59
SWEATindex,117.81
Kindex,1.40
Crosstotalsindex,18.60
Verticaltotalsindex,23.50
Totalstotalsindex,42.10
ConvectiveAvailablePotentialEnergy,27.89
CAPEusingvirtualtemperature,47.57
ConvectiveInhibition,-17.04
CINSusingvirtualtemperature,-10.31
EquilibrumLevel,764.38
EquilibrumLevelusingvirtualtemperature,760.02
LevelofFreeConvection,857.93
LFCTusingvirtualtemperature,873.38
BulkRichardsonNumber,3.28
BulkRichardsonNumberusingCAPV,5.59
Temp[K]oftheLiftedCondensationLevel,285.32
Pres[hPa]oftheLiftedCondensationLevel,896.56
Meanmixedlayerpotentialtemperature,294.37
Meanmixedlayermixingratio,10.04
1000hPato500hPathickness,5620.00
Precipitablewater[mm]forentiresounding,21.77
