Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110429/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.50
Liftedindex,-0.46
LIFTcomputedusingvirtualtemperature,-0.78
SWEATindex,147.99
Kindex,-2.50
Crosstotalsindex,23.30
Verticaltotalsindex,25.50
Totalstotalsindex,48.80
ConvectiveAvailablePotentialEnergy,42.89
CAPEusingvirtualtemperature,81.40
ConvectiveInhibition,-30.65
CINSusingvirtualtemperature,-23.20
EquilibrumLevel,415.42
EquilibrumLevelusingvirtualtemperature,412.53
LevelofFreeConvection,850.74
LFCTusingvirtualtemperature,858.81
BulkRichardsonNumber,8.39
BulkRichardsonNumberusingCAPV,15.93
Temp[K]oftheLiftedCondensationLevel,285.61
Pres[hPa]oftheLiftedCondensationLevel,919.50
Meanmixedlayerpotentialtemperature,292.55
Meanmixedlayermixingratio,9.98
1000hPato500hPathickness,5581.00
Precipitablewater[mm]forentiresounding,21.85
