Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130909/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.11
Liftedindex,7.82
LIFTcomputedusingvirtualtemperature,7.58
SWEATindex,46.99
Kindex,-9.70
Crosstotalsindex,10.30
Verticaltotalsindex,23.30
Totalstotalsindex,33.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.13
Pres[hPa]oftheLiftedCondensationLevel,888.41
Meanmixedlayerpotentialtemperature,291.84
Meanmixedlayermixingratio,8.17
1000hPato500hPathickness,5618.00
Precipitablewater[mm]forentiresounding,15.48
