Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110815/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.81
Liftedindex,7.63
LIFTcomputedusingvirtualtemperature,7.50
SWEATindex,65.99
Kindex,4.70
Crosstotalsindex,14.90
Verticaltotalsindex,21.90
Totalstotalsindex,36.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.98
Pres[hPa]oftheLiftedCondensationLevel,924.98
Meanmixedlayerpotentialtemperature,287.32
Meanmixedlayermixingratio,7.25
1000hPato500hPathickness,5517.00
Precipitablewater[mm]forentiresounding,16.67
