Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150519/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.09
Liftedindex,6.36
LIFTcomputedusingvirtualtemperature,6.33
SWEATindex,153.81
Kindex,15.00
Crosstotalsindex,17.60
Verticaltotalsindex,20.10
Totalstotalsindex,37.70
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.06
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-198.38
EquilibrumLevelusingvirtualtemperature,605.61
LFCTusingvirtualtemperature,609.87
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.83
Pres[hPa]oftheLiftedCondensationLevel,960.44
Meanmixedlayerpotentialtemperature,291.19
Meanmixedlayermixingratio,11.06
1000hPato500hPathickness,5641.00
Precipitablewater[mm]forentiresounding,32.58
