Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110220/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.34
Liftedindex,2.88
LIFTcomputedusingvirtualtemperature,2.38
Kindex,25.70
Crosstotalsindex,18.50
Verticaltotalsindex,24.50
Totalstotalsindex,43.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
Temp[K]oftheLiftedCondensationLevel,288.47
Pres[hPa]oftheLiftedCondensationLevel,875.18
Meanmixedlayerpotentialtemperature,299.68
Meanmixedlayermixingratio,12.80
1000hPato500hPathickness,5785.00
Precipitablewater[mm]forentiresounding,38.44
