Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141028/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.27
Liftedindex,-2.63
LIFTcomputedusingvirtualtemperature,-2.98
SWEATindex,131.82
Kindex,25.50
Crosstotalsindex,16.10
Verticaltotalsindex,34.10
Totalstotalsindex,50.20
ConvectiveAvailablePotentialEnergy,481.02
CAPEusingvirtualtemperature,532.08
ConvectiveInhibition,-589.23
CINSusingvirtualtemperature,-501.19
EquilibrumLevel,245.91
EquilibrumLevelusingvirtualtemperature,245.83
LevelofFreeConvection,613.33
LFCTusingvirtualtemperature,627.13
BulkRichardsonNumber,2.93
BulkRichardsonNumberusingCAPV,3.24
Temp[K]oftheLiftedCondensationLevel,287.26
Pres[hPa]oftheLiftedCondensationLevel,875.49
Meanmixedlayerpotentialtemperature,298.40
Meanmixedlayermixingratio,11.74
1000hPato500hPathickness,5731.00
Precipitablewater[mm]forentiresounding,29.43
