Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140325/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.17
Liftedindex,-2.32
LIFTcomputedusingvirtualtemperature,-2.51
SWEATindex,156.82
Kindex,20.70
Crosstotalsindex,20.50
Verticaltotalsindex,24.30
Totalstotalsindex,44.80
ConvectiveAvailablePotentialEnergy,219.69
CAPEusingvirtualtemperature,319.45
ConvectiveInhibition,-20.19
CINSusingvirtualtemperature,-7.37
EquilibrumLevel,290.39
EquilibrumLevelusingvirtualtemperature,288.93
LevelofFreeConvection,879.50
LFCTusingvirtualtemperature,902.24
BulkRichardsonNumber,20.94
BulkRichardsonNumberusingCAPV,30.45
Temp[K]oftheLiftedCondensationLevel,290.58
Pres[hPa]oftheLiftedCondensationLevel,934.80
Meanmixedlayerpotentialtemperature,296.24
Meanmixedlayermixingratio,13.60
1000hPato500hPathickness,5684.00
Precipitablewater[mm]forentiresounding,37.46
