Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161003/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.96
Liftedindex,3.02
LIFTcomputedusingvirtualtemperature,2.98
SWEATindex,171.99
Kindex,26.00
Crosstotalsindex,13.10
Verticaltotalsindex,24.10
Totalstotalsindex,37.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.10
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-243.13
EquilibrumLevelusingvirtualtemperature,536.69
LFCTusingvirtualtemperature,544.96
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.78
Pres[hPa]oftheLiftedCondensationLevel,926.04
Meanmixedlayerpotentialtemperature,295.21
Meanmixedlayermixingratio,12.22
1000hPato500hPathickness,5695.00
Precipitablewater[mm]forentiresounding,40.94
