Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100414/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.47
Liftedindex,3.41
LIFTcomputedusingvirtualtemperature,3.08
SWEATindex,119.01
Kindex,-4.00
Crosstotalsindex,18.20
Verticaltotalsindex,22.50
Totalstotalsindex,40.70
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.83
Pres[hPa]oftheLiftedCondensationLevel,914.21
Meanmixedlayerpotentialtemperature,293.26
Meanmixedlayermixingratio,10.18
1000hPato500hPathickness,5636.00
Precipitablewater[mm]forentiresounding,22.29
