Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120225/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.13
Liftedindex,-2.08
LIFTcomputedusingvirtualtemperature,-2.34
SWEATindex,191.81
Kindex,23.90
Crosstotalsindex,19.70
Verticaltotalsindex,22.50
Totalstotalsindex,42.20
ConvectiveAvailablePotentialEnergy,668.69
CAPEusingvirtualtemperature,814.94
ConvectiveInhibition,-2.19
CINSusingvirtualtemperature,-0.33
EquilibrumLevel,196.90
EquilibrumLevelusingvirtualtemperature,196.78
LevelofFreeConvection,928.40
LFCTusingvirtualtemperature,945.63
BulkRichardsonNumber,77.76
BulkRichardsonNumberusingCAPV,94.77
Temp[K]oftheLiftedCondensationLevel,293.51
Pres[hPa]oftheLiftedCondensationLevel,953.76
Meanmixedlayerpotentialtemperature,297.51
Meanmixedlayermixingratio,16.07
1000hPato500hPathickness,5736.00
Precipitablewater[mm]forentiresounding,47.88
