Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130102/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.40
Liftedindex,1.31
LIFTcomputedusingvirtualtemperature,0.77
SWEATindex,38.00
Kindex,-33.50
Crosstotalsindex,-11.10
Verticaltotalsindex,28.90
Totalstotalsindex,17.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.51
Pres[hPa]oftheLiftedCondensationLevel,874.40
Meanmixedlayerpotentialtemperature,298.76
Meanmixedlayermixingratio,11.92
1000hPato500hPathickness,5740.00
Precipitablewater[mm]forentiresounding,17.05
