Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110424/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.77
Liftedindex,0.77
LIFTcomputedusingvirtualtemperature,0.33
SWEATindex,126.82
Kindex,13.00
Crosstotalsindex,18.60
Verticaltotalsindex,23.10
Totalstotalsindex,41.70
ConvectiveAvailablePotentialEnergy,155.59
CAPEusingvirtualtemperature,225.46
ConvectiveInhibition,-22.81
CINSusingvirtualtemperature,-9.86
EquilibrumLevel,263.81
EquilibrumLevelusingvirtualtemperature,263.44
LevelofFreeConvection,850.54
LFCTusingvirtualtemperature,890.50
BulkRichardsonNumber,82.72
BulkRichardsonNumberusingCAPV,119.87
Temp[K]oftheLiftedCondensationLevel,287.76
Pres[hPa]oftheLiftedCondensationLevel,921.33
Meanmixedlayerpotentialtemperature,294.58
Meanmixedlayermixingratio,11.48
1000hPato500hPathickness,5647.00
Precipitablewater[mm]forentiresounding,24.01
