Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110113/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.55
Liftedindex,5.72
LIFTcomputedusingvirtualtemperature,5.41
SWEATindex,186.42
Kindex,-6.70
Crosstotalsindex,16.70
Verticaltotalsindex,17.10
Totalstotalsindex,33.80
ConvectiveAvailablePotentialEnergy,18.94
CAPEusingvirtualtemperature,29.89
ConvectiveInhibition,-7.08
CINSusingvirtualtemperature,-6.33
EquilibrumLevel,797.53
EquilibrumLevelusingvirtualtemperature,782.58
LevelofFreeConvection,861.41
LFCTusingvirtualtemperature,864.36
BulkRichardsonNumber,45.26
BulkRichardsonNumberusingCAPV,71.42
Temp[K]oftheLiftedCondensationLevel,287.94
Pres[hPa]oftheLiftedCondensationLevel,893.12
Meanmixedlayerpotentialtemperature,297.40
Meanmixedlayermixingratio,12.00
1000hPato500hPathickness,5753.00
Precipitablewater[mm]forentiresounding,34.21
