Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161027/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-0.22
Liftedindex,-0.04
LIFTcomputedusingvirtualtemperature,-0.12
SWEATindex,154.39
Kindex,11.90
Crosstotalsindex,21.70
Verticaltotalsindex,29.70
Totalstotalsindex,51.40
ConvectiveAvailablePotentialEnergy,5.45
CAPEusingvirtualtemperature,18.52
ConvectiveInhibition,-336.67
CINSusingvirtualtemperature,-237.08
EquilibrumLevel,499.81
EquilibrumLevelusingvirtualtemperature,498.14
LevelofFreeConvection,581.38
LFCTusingvirtualtemperature,603.59
BulkRichardsonNumber,0.43
BulkRichardsonNumberusingCAPV,1.45
Temp[K]oftheLiftedCondensationLevel,284.55
Pres[hPa]oftheLiftedCondensationLevel,890.92
Meanmixedlayerpotentialtemperature,294.11
Meanmixedlayermixingratio,9.60
1000hPato500hPathickness,5614.00
Precipitablewater[mm]forentiresounding,20.01
