Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160327/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.71
Liftedindex,0.54
LIFTcomputedusingvirtualtemperature,0.38
SWEATindex,135.59
Kindex,31.30
Crosstotalsindex,19.90
Verticaltotalsindex,23.50
Totalstotalsindex,43.40
ConvectiveAvailablePotentialEnergy,77.82
CAPEusingvirtualtemperature,104.06
ConvectiveInhibition,-45.96
CINSusingvirtualtemperature,-37.58
EquilibrumLevel,424.47
EquilibrumLevelusingvirtualtemperature,420.08
LevelofFreeConvection,813.60
LFCTusingvirtualtemperature,825.44
BulkRichardsonNumber,14.94
BulkRichardsonNumberusingCAPV,19.97
Temp[K]oftheLiftedCondensationLevel,289.54
Pres[hPa]oftheLiftedCondensationLevel,937.29
Meanmixedlayerpotentialtemperature,294.96
Meanmixedlayermixingratio,12.67
1000hPato500hPathickness,5668.00
Precipitablewater[mm]forentiresounding,43.87
