Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150305/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.85
Liftedindex,2.49
LIFTcomputedusingvirtualtemperature,1.80
SWEATindex,207.39
Kindex,29.10
Crosstotalsindex,15.90
Verticaltotalsindex,24.90
Totalstotalsindex,40.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.48
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-538.43
EquilibrumLevelusingvirtualtemperature,415.66
LFCTusingvirtualtemperature,424.68
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.07
Temp[K]oftheLiftedCondensationLevel,290.59
Pres[hPa]oftheLiftedCondensationLevel,895.25
Meanmixedlayerpotentialtemperature,299.94
Meanmixedlayermixingratio,14.22
1000hPato500hPathickness,5805.00
Precipitablewater[mm]forentiresounding,41.10
