Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130616/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.02
Liftedindex,11.50
LIFTcomputedusingvirtualtemperature,11.51
SWEATindex,63.00
Kindex,1.90
Crosstotalsindex,14.50
Verticaltotalsindex,21.50
Totalstotalsindex,36.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,275.50
Pres[hPa]oftheLiftedCondensationLevel,855.28
Meanmixedlayerpotentialtemperature,288.10
Meanmixedlayermixingratio,5.36
1000hPato500hPathickness,5572.00
Precipitablewater[mm]forentiresounding,13.43
