Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160511/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.24
Liftedindex,9.62
LIFTcomputedusingvirtualtemperature,9.41
SWEATindex,234.78
Kindex,-19.50
Crosstotalsindex,12.30
Verticaltotalsindex,21.30
Totalstotalsindex,33.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.48
Pres[hPa]oftheLiftedCondensationLevel,856.09
Meanmixedlayerpotentialtemperature,292.19
Meanmixedlayermixingratio,7.08
1000hPato500hPathickness,5648.00
Precipitablewater[mm]forentiresounding,18.19
