Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130103/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.83
Liftedindex,0.93
LIFTcomputedusingvirtualtemperature,0.40
SWEATindex,140.20
Kindex,25.50
Crosstotalsindex,17.90
Verticaltotalsindex,23.90
Totalstotalsindex,41.80
ConvectiveAvailablePotentialEnergy,0.23
CAPEusingvirtualtemperature,1.08
ConvectiveInhibition,-9.86
CINSusingvirtualtemperature,-4.72
EquilibrumLevel,859.37
EquilibrumLevelusingvirtualtemperature,857.49
LevelofFreeConvection,863.41
LFCTusingvirtualtemperature,871.89
BulkRichardsonNumber,0.02
BulkRichardsonNumberusingCAPV,0.09
Temp[K]oftheLiftedCondensationLevel,287.67
Pres[hPa]oftheLiftedCondensationLevel,887.17
Meanmixedlayerpotentialtemperature,297.70
Meanmixedlayermixingratio,11.87
1000hPato500hPathickness,5718.00
Precipitablewater[mm]forentiresounding,30.10
