Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120729/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.13
Liftedindex,12.30
LIFTcomputedusingvirtualtemperature,12.21
SWEATindex,58.00
Kindex,-25.70
Crosstotalsindex,10.90
Verticaltotalsindex,21.90
Totalstotalsindex,32.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,273.22
Pres[hPa]oftheLiftedCondensationLevel,854.26
Meanmixedlayerpotentialtemperature,285.81
Meanmixedlayermixingratio,4.55
1000hPato500hPathickness,5524.00
Precipitablewater[mm]forentiresounding,9.09
