Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130819/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.26
Liftedindex,4.42
LIFTcomputedusingvirtualtemperature,4.13
SWEATindex,85.00
Kindex,-20.10
Crosstotalsindex,10.50
Verticaltotalsindex,23.50
Totalstotalsindex,34.00
ConvectiveAvailablePotentialEnergy,7.84
CAPEusingvirtualtemperature,27.07
ConvectiveInhibition,-109.13
CINSusingvirtualtemperature,-93.79
EquilibrumLevel,749.26
EquilibrumLevelusingvirtualtemperature,674.67
LevelofFreeConvection,780.97
LFCTusingvirtualtemperature,793.57
BulkRichardsonNumber,0.10
BulkRichardsonNumberusingCAPV,0.35
Temp[K]oftheLiftedCondensationLevel,284.76
Pres[hPa]oftheLiftedCondensationLevel,923.48
Meanmixedlayerpotentialtemperature,291.32
Meanmixedlayermixingratio,9.38
1000hPato500hPathickness,5579.00
Precipitablewater[mm]forentiresounding,19.62
