Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121110/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.48
Liftedindex,1.10
LIFTcomputedusingvirtualtemperature,1.10
SWEATindex,177.81
Kindex,31.80
Crosstotalsindex,21.40
Verticaltotalsindex,21.90
Totalstotalsindex,43.30
ConvectiveAvailablePotentialEnergy,47.14
CAPEusingvirtualtemperature,62.00
ConvectiveInhibition,-5.10
CINSusingvirtualtemperature,-4.47
EquilibrumLevel,596.36
EquilibrumLevelusingvirtualtemperature,617.42
LevelofFreeConvection,919.94
LFCTusingvirtualtemperature,922.56
BulkRichardsonNumber,6.27
BulkRichardsonNumberusingCAPV,8.24
Temp[K]oftheLiftedCondensationLevel,289.60
Pres[hPa]oftheLiftedCondensationLevel,952.99
Meanmixedlayerpotentialtemperature,293.63
Meanmixedlayermixingratio,12.53
1000hPato500hPathickness,5652.00
Precipitablewater[mm]forentiresounding,44.87
