Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100822/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,21.17
Liftedindex,18.39
LIFTcomputedusingvirtualtemperature,18.31
SWEATindex,74.01
Kindex,-58.30
Crosstotalsindex,-21.10
Verticaltotalsindex,18.90
Totalstotalsindex,-2.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,272.53
Pres[hPa]oftheLiftedCondensationLevel,838.70
Meanmixedlayerpotentialtemperature,286.59
Meanmixedlayermixingratio,4.39
1000hPato500hPathickness,5595.00
Precipitablewater[mm]forentiresounding,8.04
