Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101117/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.20
Liftedindex,2.87
LIFTcomputedusingvirtualtemperature,2.86
SWEATindex,143.00
Kindex,27.00
Crosstotalsindex,18.90
Verticaltotalsindex,22.30
Totalstotalsindex,41.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.60
Pres[hPa]oftheLiftedCondensationLevel,876.65
Meanmixedlayerpotentialtemperature,296.55
Meanmixedlayermixingratio,10.47
1000hPato500hPathickness,5681.00
Precipitablewater[mm]forentiresounding,37.03
