Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100101/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.39
Liftedindex,1.94
LIFTcomputedusingvirtualtemperature,1.55
SWEATindex,170.21
Kindex,-6.30
Crosstotalsindex,16.30
Verticaltotalsindex,19.10
Totalstotalsindex,35.40
ConvectiveAvailablePotentialEnergy,18.69
CAPEusingvirtualtemperature,39.69
ConvectiveInhibition,-1.64
CINSusingvirtualtemperature,0.00
EquilibrumLevel,825.03
EquilibrumLevelusingvirtualtemperature,810.80
LevelofFreeConvection,897.82
LFCTusingvirtualtemperature,916.13
BulkRichardsonNumber,7.14
BulkRichardsonNumberusingCAPV,15.18
Temp[K]oftheLiftedCondensationLevel,290.53
Pres[hPa]oftheLiftedCondensationLevel,916.13
Meanmixedlayerpotentialtemperature,297.90
Meanmixedlayermixingratio,13.83
1000hPato500hPathickness,5729.00
Precipitablewater[mm]forentiresounding,38.21
