Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151003/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.94
Liftedindex,5.02
LIFTcomputedusingvirtualtemperature,4.74
SWEATindex,51.01
Kindex,-40.50
Crosstotalsindex,-10.70
Verticaltotalsindex,24.30
Totalstotalsindex,13.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.94
Pres[hPa]oftheLiftedCondensationLevel,900.17
Meanmixedlayerpotentialtemperature,292.61
Meanmixedlayermixingratio,9.12
1000hPato500hPathickness,5633.00
Precipitablewater[mm]forentiresounding,12.87
