Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140128/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.91
Liftedindex,5.06
LIFTcomputedusingvirtualtemperature,4.60
SWEATindex,199.02
Kindex,-7.70
Crosstotalsindex,18.10
Verticaltotalsindex,18.30
Totalstotalsindex,36.40
ConvectiveAvailablePotentialEnergy,17.40
CAPEusingvirtualtemperature,21.95
ConvectiveInhibition,-2.14
CINSusingvirtualtemperature,-1.77
EquilibrumLevel,766.48
EquilibrumLevelusingvirtualtemperature,764.41
LevelofFreeConvection,886.19
LFCTusingvirtualtemperature,890.08
BulkRichardsonNumber,11.45
BulkRichardsonNumberusingCAPV,14.45
Temp[K]oftheLiftedCondensationLevel,287.73
Pres[hPa]oftheLiftedCondensationLevel,916.26
Meanmixedlayerpotentialtemperature,295.02
Meanmixedlayermixingratio,11.53
1000hPato500hPathickness,5723.00
Precipitablewater[mm]forentiresounding,28.65
