Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150409/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.68
Liftedindex,10.34
LIFTcomputedusingvirtualtemperature,10.13
SWEATindex,41.01
Kindex,-27.70
Crosstotalsindex,2.90
Verticaltotalsindex,22.90
Totalstotalsindex,25.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.36
Pres[hPa]oftheLiftedCondensationLevel,855.36
Meanmixedlayerpotentialtemperature,292.13
Meanmixedlayermixingratio,7.01
1000hPato500hPathickness,5667.00
Precipitablewater[mm]forentiresounding,12.70
