Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151119/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.10
Liftedindex,4.07
LIFTcomputedusingvirtualtemperature,3.60
SWEATindex,87.01
Kindex,14.50
Crosstotalsindex,10.50
Verticaltotalsindex,26.50
Totalstotalsindex,37.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.93
Pres[hPa]oftheLiftedCondensationLevel,889.36
Meanmixedlayerpotentialtemperature,296.72
Meanmixedlayermixingratio,11.28
1000hPato500hPathickness,5734.00
Precipitablewater[mm]forentiresounding,23.22
