Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120216/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.42
Liftedindex,1.23
LIFTcomputedusingvirtualtemperature,1.01
SWEATindex,149.01
Kindex,6.00
Crosstotalsindex,19.60
Verticaltotalsindex,23.50
Totalstotalsindex,43.10
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.09
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-18.70
EquilibrumLevelusingvirtualtemperature,798.69
LFCTusingvirtualtemperature,810.12
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.02
Temp[K]oftheLiftedCondensationLevel,286.23
Pres[hPa]oftheLiftedCondensationLevel,884.47
Meanmixedlayerpotentialtemperature,296.46
Meanmixedlayermixingratio,10.82
1000hPato500hPathickness,5676.00
Precipitablewater[mm]forentiresounding,27.76
