Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100604/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.41
Liftedindex,5.85
LIFTcomputedusingvirtualtemperature,5.67
SWEATindex,57.98
Kindex,-12.50
Crosstotalsindex,16.50
Verticaltotalsindex,25.50
Totalstotalsindex,42.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.03
Pres[hPa]oftheLiftedCondensationLevel,908.02
Meanmixedlayerpotentialtemperature,288.90
Meanmixedlayermixingratio,7.41
1000hPato500hPathickness,5556.00
Precipitablewater[mm]forentiresounding,14.57
