Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120313/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.41
Liftedindex,2.57
LIFTcomputedusingvirtualtemperature,2.14
SWEATindex,128.80
Kindex,-9.70
Crosstotalsindex,17.30
Verticaltotalsindex,20.90
Totalstotalsindex,38.20
ConvectiveAvailablePotentialEnergy,9.38
CAPEusingvirtualtemperature,24.44
ConvectiveInhibition,-0.04
CINSusingvirtualtemperature,0.00
EquilibrumLevel,824.83
EquilibrumLevelusingvirtualtemperature,766.84
LevelofFreeConvection,885.97
LFCTusingvirtualtemperature,888.71
BulkRichardsonNumber,5.28
BulkRichardsonNumberusingCAPV,13.76
Temp[K]oftheLiftedCondensationLevel,286.33
Pres[hPa]oftheLiftedCondensationLevel,888.71
Meanmixedlayerpotentialtemperature,296.16
Meanmixedlayermixingratio,10.84
1000hPato500hPathickness,5673.00
Precipitablewater[mm]forentiresounding,23.43
