Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100609/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.24
Liftedindex,7.08
LIFTcomputedusingvirtualtemperature,6.87
SWEATindex,144.59
Kindex,17.10
Crosstotalsindex,16.50
Verticaltotalsindex,20.30
Totalstotalsindex,36.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,2.70
ConvectiveInhibition,-91.38
CINSusingvirtualtemperature,-79.89
EquilibrumLevel,795.87
EquilibrumLevelusingvirtualtemperature,614.12
LevelofFreeConvection,796.87
LFCTusingvirtualtemperature,805.51
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.08
Temp[K]oftheLiftedCondensationLevel,284.46
Pres[hPa]oftheLiftedCondensationLevel,934.19
Meanmixedlayerpotentialtemperature,290.07
Meanmixedlayermixingratio,9.10
1000hPato500hPathickness,5586.00
Precipitablewater[mm]forentiresounding,21.75
