Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140807/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.98
Liftedindex,7.08
LIFTcomputedusingvirtualtemperature,6.93
SWEATindex,34.01
Kindex,-23.90
Crosstotalsindex,11.90
Verticaltotalsindex,22.90
Totalstotalsindex,34.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.75
Pres[hPa]oftheLiftedCondensationLevel,874.24
Meanmixedlayerpotentialtemperature,288.64
Meanmixedlayermixingratio,6.15
1000hPato500hPathickness,5538.00
Precipitablewater[mm]forentiresounding,10.32
