Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150815/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.82
Liftedindex,8.90
LIFTcomputedusingvirtualtemperature,8.76
SWEATindex,11.20
Kindex,-6.00
Crosstotalsindex,16.00
Verticaltotalsindex,20.90
Totalstotalsindex,36.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.99
Pres[hPa]oftheLiftedCondensationLevel,898.55
Meanmixedlayerpotentialtemperature,287.66
Meanmixedlayermixingratio,6.52
1000hPato500hPathickness,5528.00
Precipitablewater[mm]forentiresounding,14.36
