Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100403/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.75
Liftedindex,1.04
LIFTcomputedusingvirtualtemperature,0.63
SWEATindex,154.99
Kindex,17.60
Crosstotalsindex,19.40
Verticaltotalsindex,23.10
Totalstotalsindex,42.50
ConvectiveAvailablePotentialEnergy,18.99
CAPEusingvirtualtemperature,37.97
ConvectiveInhibition,-15.03
CINSusingvirtualtemperature,-8.67
EquilibrumLevel,700.43
EquilibrumLevelusingvirtualtemperature,698.41
LevelofFreeConvection,869.77
LFCTusingvirtualtemperature,880.47
BulkRichardsonNumber,1.22
BulkRichardsonNumberusingCAPV,2.44
Temp[K]oftheLiftedCondensationLevel,288.22
Pres[hPa]oftheLiftedCondensationLevel,924.58
Meanmixedlayerpotentialtemperature,294.76
Meanmixedlayermixingratio,11.79
1000hPato500hPathickness,5669.00
Precipitablewater[mm]forentiresounding,30.18
