Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130213/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.03
Liftedindex,2.06
LIFTcomputedusingvirtualtemperature,1.54
SWEATindex,161.40
Kindex,30.50
Crosstotalsindex,19.60
Verticaltotalsindex,20.70
Totalstotalsindex,40.30
ConvectiveAvailablePotentialEnergy,15.96
CAPEusingvirtualtemperature,27.92
ConvectiveInhibition,-4.71
CINSusingvirtualtemperature,-2.41
EquilibrumLevel,740.73
EquilibrumLevelusingvirtualtemperature,574.31
LevelofFreeConvection,890.06
LFCTusingvirtualtemperature,900.09
BulkRichardsonNumber,2.64
BulkRichardsonNumberusingCAPV,4.63
Temp[K]oftheLiftedCondensationLevel,288.72
Pres[hPa]oftheLiftedCondensationLevel,922.28
Meanmixedlayerpotentialtemperature,295.49
Meanmixedlayermixingratio,12.22
1000hPato500hPathickness,5665.00
Precipitablewater[mm]forentiresounding,39.61
