Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161226/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.59
Liftedindex,-0.35
LIFTcomputedusingvirtualtemperature,-0.68
SWEATindex,146.61
Kindex,-1.20
Crosstotalsindex,19.40
Verticaltotalsindex,23.50
Totalstotalsindex,42.90
ConvectiveAvailablePotentialEnergy,40.07
CAPEusingvirtualtemperature,101.37
ConvectiveInhibition,-5.12
CINSusingvirtualtemperature,-1.81
EquilibrumLevel,440.91
EquilibrumLevelusingvirtualtemperature,435.45
LevelofFreeConvection,860.78
LFCTusingvirtualtemperature,883.92
BulkRichardsonNumber,11.37
BulkRichardsonNumberusingCAPV,28.77
Temp[K]oftheLiftedCondensationLevel,287.87
Pres[hPa]oftheLiftedCondensationLevel,899.16
Meanmixedlayerpotentialtemperature,296.76
Meanmixedlayermixingratio,11.86
1000hPato500hPathickness,5676.00
Precipitablewater[mm]forentiresounding,30.16
