Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160104/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.07
Liftedindex,4.17
LIFTcomputedusingvirtualtemperature,3.64
SWEATindex,159.20
Kindex,26.80
Crosstotalsindex,16.80
Verticaltotalsindex,19.70
Totalstotalsindex,36.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.26
ConvectiveInhibition,-38.81
CINSusingvirtualtemperature,-32.44
EquilibrumLevel,829.91
EquilibrumLevelusingvirtualtemperature,825.15
LevelofFreeConvection,834.63
LFCTusingvirtualtemperature,840.04
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.01
Temp[K]oftheLiftedCondensationLevel,289.31
Pres[hPa]oftheLiftedCondensationLevel,935.13
Meanmixedlayerpotentialtemperature,294.92
Meanmixedlayermixingratio,12.52
1000hPato500hPathickness,5703.00
Precipitablewater[mm]forentiresounding,42.90
