Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101127/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.85
Liftedindex,4.91
LIFTcomputedusingvirtualtemperature,4.62
SWEATindex,99.78
Kindex,-11.90
Crosstotalsindex,15.10
Verticaltotalsindex,19.70
Totalstotalsindex,34.80
ConvectiveAvailablePotentialEnergy,12.22
CAPEusingvirtualtemperature,28.54
ConvectiveInhibition,-7.95
CINSusingvirtualtemperature,-1.16
EquilibrumLevel,784.26
EquilibrumLevelusingvirtualtemperature,769.94
LevelofFreeConvection,850.43
LFCTusingvirtualtemperature,865.19
BulkRichardsonNumber,1.51
BulkRichardsonNumberusingCAPV,3.52
Temp[K]oftheLiftedCondensationLevel,284.78
Pres[hPa]oftheLiftedCondensationLevel,884.21
Meanmixedlayerpotentialtemperature,294.98
Meanmixedlayermixingratio,9.82
1000hPato500hPathickness,5654.00
Precipitablewater[mm]forentiresounding,21.09
