Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100723/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.82
Liftedindex,17.93
LIFTcomputedusingvirtualtemperature,17.83
SWEATindex,255.06
Kindex,-5.00
Crosstotalsindex,12.80
Verticaltotalsindex,15.10
Totalstotalsindex,27.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,276.80
Pres[hPa]oftheLiftedCondensationLevel,894.75
Meanmixedlayerpotentialtemperature,285.75
Meanmixedlayermixingratio,5.61
1000hPato500hPathickness,5526.00
Precipitablewater[mm]forentiresounding,14.50
