Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140321/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.98
Liftedindex,-0.50
LIFTcomputedusingvirtualtemperature,-0.75
SWEATindex,107.41
Kindex,20.70
Crosstotalsindex,16.50
Verticaltotalsindex,23.50
Totalstotalsindex,40.00
ConvectiveAvailablePotentialEnergy,49.39
CAPEusingvirtualtemperature,98.53
ConvectiveInhibition,-13.54
CINSusingvirtualtemperature,-4.24
EquilibrumLevel,494.00
EquilibrumLevelusingvirtualtemperature,491.94
LevelofFreeConvection,861.61
LFCTusingvirtualtemperature,890.27
BulkRichardsonNumber,2.60
BulkRichardsonNumberusingCAPV,5.19
Temp[K]oftheLiftedCondensationLevel,288.37
Pres[hPa]oftheLiftedCondensationLevel,911.50
Meanmixedlayerpotentialtemperature,296.11
Meanmixedlayermixingratio,12.08
1000hPato500hPathickness,5668.00
Precipitablewater[mm]forentiresounding,32.72
