Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131025/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.40
Liftedindex,2.39
LIFTcomputedusingvirtualtemperature,2.06
SWEATindex,141.18
Kindex,-13.30
Crosstotalsindex,21.50
Verticaltotalsindex,23.10
Totalstotalsindex,44.60
ConvectiveAvailablePotentialEnergy,0.01
CAPEusingvirtualtemperature,0.44
ConvectiveInhibition,-12.10
CINSusingvirtualtemperature,-8.31
EquilibrumLevel,793.52
EquilibrumLevelusingvirtualtemperature,790.76
LevelofFreeConvection,797.84
LFCTusingvirtualtemperature,812.08
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.30
Pres[hPa]oftheLiftedCondensationLevel,896.66
Meanmixedlayerpotentialtemperature,293.31
Meanmixedlayermixingratio,9.38
1000hPato500hPathickness,5615.00
Precipitablewater[mm]forentiresounding,22.00
