Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100911/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,17.33
Liftedindex,14.76
LIFTcomputedusingvirtualtemperature,14.66
SWEATindex,98.00
Kindex,-46.90
Crosstotalsindex,-8.10
Verticaltotalsindex,21.90
Totalstotalsindex,13.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,271.17
Pres[hPa]oftheLiftedCondensationLevel,780.52
Meanmixedlayerpotentialtemperature,291.08
Meanmixedlayermixingratio,4.27
1000hPato500hPathickness,5607.00
Precipitablewater[mm]forentiresounding,5.01
