Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150103/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.78
Liftedindex,-3.62
LIFTcomputedusingvirtualtemperature,-3.92
SWEATindex,158.60
Kindex,28.80
Crosstotalsindex,19.20
Verticaltotalsindex,23.50
Totalstotalsindex,42.70
ConvectiveAvailablePotentialEnergy,1095.22
CAPEusingvirtualtemperature,1257.79
ConvectiveInhibition,-4.75
CINSusingvirtualtemperature,-1.42
EquilibrumLevel,256.46
EquilibrumLevelusingvirtualtemperature,254.26
LevelofFreeConvection,916.84
LFCTusingvirtualtemperature,936.50
BulkRichardsonNumber,92.34
BulkRichardsonNumberusingCAPV,106.05
Temp[K]oftheLiftedCondensationLevel,293.24
Pres[hPa]oftheLiftedCondensationLevel,947.83
Meanmixedlayerpotentialtemperature,297.78
Meanmixedlayermixingratio,15.90
1000hPato500hPathickness,5702.00
Precipitablewater[mm]forentiresounding,43.55
