Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100729/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.36
Liftedindex,-1.15
LIFTcomputedusingvirtualtemperature,-1.49
SWEATindex,182.41
Kindex,17.40
Crosstotalsindex,23.40
Verticaltotalsindex,26.70
Totalstotalsindex,50.10
ConvectiveAvailablePotentialEnergy,143.88
CAPEusingvirtualtemperature,186.80
ConvectiveInhibition,-69.03
CINSusingvirtualtemperature,-45.18
EquilibrumLevel,282.10
EquilibrumLevelusingvirtualtemperature,281.04
LevelofFreeConvection,754.19
LFCTusingvirtualtemperature,778.10
BulkRichardsonNumber,16.61
BulkRichardsonNumberusingCAPV,21.57
Temp[K]oftheLiftedCondensationLevel,288.09
Pres[hPa]oftheLiftedCondensationLevel,959.38
Meanmixedlayerpotentialtemperature,291.54
Meanmixedlayermixingratio,11.28
1000hPato500hPathickness,5607.00
Precipitablewater[mm]forentiresounding,27.02
