Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160807/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.42
Liftedindex,4.96
LIFTcomputedusingvirtualtemperature,4.81
SWEATindex,38.01
Kindex,-19.50
Crosstotalsindex,16.90
Verticaltotalsindex,24.90
Totalstotalsindex,41.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.83
Pres[hPa]oftheLiftedCondensationLevel,908.38
Meanmixedlayerpotentialtemperature,287.64
Meanmixedlayermixingratio,6.82
1000hPato500hPathickness,5503.00
Precipitablewater[mm]forentiresounding,16.13
