Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120924/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.71
Liftedindex,-3.64
LIFTcomputedusingvirtualtemperature,-3.99
Kindex,16.10
Crosstotalsindex,10.70
Verticaltotalsindex,33.70
Totalstotalsindex,44.40
ConvectiveAvailablePotentialEnergy,509.29
CAPEusingvirtualtemperature,579.06
ConvectiveInhibition,-449.79
CINSusingvirtualtemperature,-353.80
EquilibrumLevel,299.17
EquilibrumLevelusingvirtualtemperature,299.07
LevelofFreeConvection,679.54
LFCTusingvirtualtemperature,691.88
Temp[K]oftheLiftedCondensationLevel,287.91
Pres[hPa]oftheLiftedCondensationLevel,927.71
Meanmixedlayerpotentialtemperature,294.16
Meanmixedlayermixingratio,11.53
1000hPato500hPathickness,5650.00
Precipitablewater[mm]forentiresounding,19.44
